iso3,year0,year1,within,structural_change,Y0,Y1,actual_change,decomposed_change
MAR,1994,1995,-7.757059918588175,0.544830504142592,81.33175905876531,74.11952964431973,-7.212229414445588,-7.212229414445583
MAR,1995,1996,4.581085370152722,0.32827087653105275,74.11952964431973,79.02888589100351,4.909356246683785,4.909356246683775
MAR,1996,1997,-3.230131251946693,0.05098509100103649,79.02888589100351,75.84973973005785,-3.1791461609456633,-3.1791461609456566
MAR,1997,1998,1.2147480847943581,0.6464790203702776,75.84973973005785,77.7109668352225,1.8612271051646445,1.8612271051646356
MAR,1998,1999,-1.4282984692584386,0.26902488315214046,77.7109668352225,76.5516932491162,-1.1592735861062948,-1.1592735861062982
MAR,1999,2000,-1.758289382048106,0.5150544773009137,76.5516932491162,75.308458344369,-1.2432349047471973,-1.2432349047471924
MAR,2000,2001,2.700852359110819,0.33585547228587653,75.308458344369,78.3451661757657,3.036707831396697,3.0367078313966958
MAR,2001,2002,0.7165811564136018,-0.035236949520409455,78.3451661757657,79.0265103826589,0.6813442068932005,0.6813442068931923
MAR,2002,2003,4.952725660601831,-0.39839759918915707,79.0265103826589,83.58083844407156,4.5543280614126616,4.554328061412674
MAR,2003,2004,1.2078908372029304,0.39633565433615703,83.58083844407156,85.18506493561065,1.6042264915390945,1.6042264915390874
MAR,2004,2005,2.5500077911388974,-0.502441253619949,85.18506493561065,87.2326314731296,2.0475665375189465,2.0475665375189482
MAR,2005,2006,3.145212438813564,0.4887377495151064,87.2326314731296,90.86658166145827,3.6339501883286687,3.6339501883286704
MAR,2006,2007,1.1116339114970684,-0.18686666130437868,90.86658166145827,91.79134891165096,0.9247672501926871,0.9247672501926897
MAR,2007,2008,1.2539135524108156,0.61971525961862,91.79134891165096,93.6649777236804,1.8736288120294375,1.8736288120294355
MAR,2008,2009,1.7077079535865185,0.4910500109597702,93.6649777236804,95.86373568822668,2.1987579645462887,2.1987579645462887
MAR,2009,2010,-0.3949759444676565,0.44920803231737083,95.86373568822668,95.9179677760764,0.05423208784971223,0.05423208784971434
MAR,2010,2011,0.5602315363548525,0.8442812781393741,95.9179677760764,97.32248059057062,1.4045128144942254,1.4045128144942267
MAR,2011,2012,0.8813645450550154,0.007397893963005057,97.32248059057062,98.21124302958864,0.8887624390180235,0.8887624390180204
MAR,2012,2013,3.124100812321312,0.07087410857814835,98.21124302958864,101.4062179504881,3.1949749208994547,3.19497492089946
MAR,2013,2014,2.4151166019678456,0.27941163018158427,101.4062179504881,104.10074618263752,2.6945282321494233,2.69452823214943
